age	gender	education	studyabroad	problem	contribution	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Male	S1	No	Crime,Limited job,Education,HumanSociety	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Male	S1	No	Gender equality,HumanSociety	Entrepreneur	Entrepreneur	Maybe	Paper,Alone,Communication	Yes	Sumatera Barat	Teknik	Yes	5-7
26-30	Male	S1	No	Education	Birokrat	Birokrat	Yes	Believe	Yes	Jambi	Apoteker (Pharmacist)	Yes	> 7
31-35	Female	S1	No	Limited job,Bureaucracy,Education,Gender equality,PoliticsLaw,Media,Technology,Youth	Professor	Professor	Yes	Paper	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Male	S2	Yes	Limited job,Education,Health	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S2	Yes	Crime,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Technology	Professor	Professor	Yes	Alone,Timing,Inside	Yes	Jawa Barat	Teknik	Yes	5-7
26-30	Female	S1	No	Bureaucracy,Agriculture,Media,Macroeconomics,Microeconomics	Entrepreneur	Entrepreneur	Maybe	Politics,Family,Capital	Yes	DI Yogyakarta	SDA dan Lingkungan	Yes	2-5
17-25	Male	S1	No	Limited job	Professor	Professor	Yes	Realistic,Politics,Capital	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Female	S2	Yes	Education	Professor	Professor	Maybe	Paper,Alone,Capital,Bureaucracy,	Yes	DKI Jakarta	Kesehatan	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Media,Youth	Professor	Professor	Yes	Bureaucracy	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	S1	Yes	Agriculture,Energy,Defense,Defense	Professor	Professor	Yes	Alone,Communication	Yes	Jawa Barat	Pangan	Yes	2-5
17-25	Female	S2	No	Agriculture,Energy,Defense,Defense	Professor	Professor	Yes	Capital,Timing	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	No	Education,HumanSociety	Professional	Professional	Maybe	Alone	Yes	DKI Jakarta	Kedokteran	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Education,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Ekonomi	Yes	2-5
31-35	Female	S1	Yes	Bureaucracy	Professional	Professional	Yes	Believe	Yes	Sumatera Utara	Molecular Marker dan perlindungan tanaman	Yes	< 2
17-25	Female	S1	Yes	Natural resources	Professor	Professor	Yes	Politics,Alone	Yes	DI Yogyakarta	Pendidikan	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Health,Youth	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	> 7
17-25	Female	S1	No	Limited job	Professional	Professional	Maybe	No idea	No	Jawa Barat	Teknik	Yes	< 2
26-30	Male	S1	No	Limited job,Education,Macroeconomics,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Seni/ Desain/ Media	Yes	5-7
26-30	Male	S2	No	PoliticsLaw	Professor	Professor	Yes	Believe	No	DI Yogyakarta	Ekonomi	No	
17-25	Female	S1	No	CreativeTourism	Entrepreneur	Entrepreneur	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Female	S1	Yes	Limited job	Professor	Professor	Maybe	Politics,Communication	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	No	Limited job,Agriculture,Youth	Professional	Professional	Maybe	Realistic,Politics,Family,Bureaucracy,Inside	Yes	DKI Jakarta	Bisnis	No	< 2
17-25	Female	S1	Yes	Agriculture	Professor	Professor	Yes	Realistic	Yes	Sumatera Selatan	Pendidikan	Yes	> 7
17-25	Female	S1	No	Education	Professor	Professor	Yes	Paper,Communication	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Bureaucracy	Entrepreneur	Entrepreneur	Yes	Capital	Yes	DKI Jakarta	Teknik	Yes	5-7
31-35	Female	S1	Yes	Education,Macroeconomics,Microeconomics,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S2	No	PoliticsLaw	Professor	Professor	Yes		Yes	Jawa Barat	Sains dan Teknik	Yes	2-5
26-30	Male	S1	No	Education,Gender equality,Youth	Professor	Professor	Yes	Paper,Politics,Capital,Timing,	Yes	Aceh	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Gender equality,Media,Youth	Professor	Professor	Yes		Yes	Jawa Timur	Sains	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,HumanSociety,Media,Macroeconomics,Microeconomics,Youth,	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
26-30	Female	S2	Yes	Limited job,Education,Energy,Media	Komite Eksplorasi Nasional	Komite Eksplorasi Nasional	Yes	Believe	Yes	DI Yogyakarta	Ekonomi Migas	Yes	2-5
17-25	Female	S1	No	Limited job,Agriculture	pengacara, arbiter	pengacara, arbiter	Yes	Politics,Timing	Yes	DI Yogyakarta	Hukum	Yes	< 2
26-30	Female	S1	Yes	Education,Agriculture	Professor, Professional	Professor, Professional	Yes	Paper,Capital	Yes	Sulawesi Selatan	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Technology	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	Yes	Education	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Teknik	Yes	> 7
26-30	Female	S1	Yes	Limited job,Natural resources	Professional	Professional	Maybe	Paper	Yes	DI Yogyakarta	Kesehatan	Yes	> 7
17-25	Female	S1	No	Crime,Natural resources,Technology	Professor	Professor	Yes	Alone	Yes	DI Yogyakarta	Teknik	Yes	< 2
35+	Male	S2	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Natural resources,Media	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Barat	Ekonomi	Yes	2-5
26-30	Female	S1	No	Education,Health	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Energy,Defense,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Bisnis	Yes	2-5
17-25	Male	S1	No	Media	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Male	S2	Yes	Education,Gender equality,Media,Youth	Professor	Professor	Yes	Alone	Yes	Aceh	Kedokteran	Yes	< 2
17-25	Female	S1	No	Youth	Professor	Professor	Yes	Family	Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S1	Yes	Education	Professional	Professional	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	> 7
17-25	Male	S2	No	Education	Professor	Professor	Yes	Alone,Communication	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,Gender equality,Agriculture,Media	Professional	Professional	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Environmental	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Gender equality	Professor	Professor	Yes	Believe	Yes	Banten	Pendidikan	Yes	< 2
17-25	Female	S1	No	Education	Professor	Professor	Maybe	Paper,Politics,Alone	Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	Yes	Education	Peneliti, Entrepreneur, Professional 	Peneliti, Entrepreneur, Professional 	Yes	Politics,Capital,Bureaucracy,Timing,	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S1	No	Limited job	Professional	Professional	Yes	Communication	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
26-30	Male	S1	No	Crime,PoliticsLaw	Professional	Professional	Yes	Paper	Yes	DKI Jakarta	Kedokteran	Yes	2-5
31-35	Male	S2	No	Education,Youth	Komisioner KPK	Komisioner KPK	Yes	Politics	Yes	DI Yogyakarta	Hukum	Yes	< 2
17-25	Female	S1	No	Education,Gender equality	Professor	Professor	Yes	Politics,Capital	Yes	Bali	Kesehatan	Yes	< 2
17-25	Male	S1	No	Sport	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S2	No	Gender equality,Media,Youth	Professor	Professor	Yes	Timing	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	Yes	Education	Professional	Professional	Yes	Realistic,Paper,Politics	Yes	Jawa Tengah	Hubungan Internasional	Yes	< 2
26-30	Female	S2	No	HumanSociety,Media	Professor	Professor	Yes	Politics,Bureaucracy	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Male	S1	No	Education	Professor	Professor	Yes	Paper	No	Jawa Tengah	Kesehatan	No	< 2
17-25	Male	S1	No	Limited job	Professor	Professor	Yes	Paper,Bureaucracy	Yes	Sulawesi Selatan	Teknik	Yes	2-5
17-25	Male	S1	No	Education	Professional	Professional	Yes	Capital,Communication	Yes	Jawa Tengah	Sains	Yes	< 2
26-30	Female	S1	Yes	Health	Professional	Professional	Yes	Believe	Yes	DI Yogyakarta	Kedokteran	Yes	< 2
26-30	Female	S1	No	Crime,Education,Gender equality,HumanSociety	Professional	Professional	Yes	Believe	Yes	Sulawesi Selatan	Pendidikan	Yes	> 7
35+	Male	S2	No	Sport	Birokrat	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	S2	No	Health,Gender equality	Professor	Professor	Yes	Alone,Capital	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Female	S1	No	Energy,Technology	Professor	Professor	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Education,Defense,Defense	Professional	Professional	Yes	Realistic,Paper,Politics,Bureaucracy,	Yes	Jawa Barat	Teknik	Yes	> 7
26-30	Female	S1	No	Education	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Health,Natural resources,Media	Professor	Professor	Yes	Believe	Yes	Kepulauan Riau	Sains	Yes	< 2
35+	Male	S2	No	Limited job,Education,Gender equality,Media,Youth	Professor	Professor	Yes	Bureaucracy	Yes	Nusa Tenggara Timur	Sains	Yes	> 7
26-30	Male	S1	No	Crime,Bureaucracy,Education,Health,Agriculture,Energy,Defense	Professional	Professional	Yes	Alone,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Education	Professor	Professor	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Teknik	Yes	< 2
31-35	Male	S2	Yes	Media	Professional	Professional	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	> 7
26-30	Male	S2	Yes	Limited job	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	5-7
17-25	Female	S1	No	PoliticsLaw	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	5-7
31-35	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Natural resources,Macroeconomics,Microeconomics,Technology	Birokrat	Birokrat	Maybe	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Health	Professor	Professor	Yes	Paper	Yes	Sumatera Utara	Psikologi	Yes	< 2
17-25	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education,Health,Media	Professor	Professor	Yes	Bureaucracy	Yes	Kalimantan Barat	Pendidikan	Yes	< 2
31-35	Male	S2	No	Energy	Professor	Professor	Yes	Believe,Paper	Yes	Jawa Timur	Psikologi	Yes	2-5
26-30	Male	S1	No	Health	Professional	Professional	Yes	Capital	Yes	Jawa Barat	Manajemen Keuangan	Yes	2-5
17-25	Male	S1	Yes	Agriculture,Energy	Professional	Professional	Yes	Timing	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Male	S1	No	Technology	Professional	Professional	Yes	Politics,Bureaucracy	Yes	Sumatera Utara	Teknik	Yes	< 2
17-25	Male	S1	Yes	Limited job,Education,Youth	Professor	Professor	Maybe	Paper,Family,Alone,Communication,Bureaucracy	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	No	Limited job,Natural resources	Professor	Professor	Yes	Believe	No	Aceh	Sains	No	
26-30	Female	S1	No	Crime,Limited job,Education	Professional	Professional	Yes	Believe	Yes	Sumatera Barat	Kedokteran	Yes	2-5
26-30	Female	S1	Yes	Education,Health	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Agriculture	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Sastra	Yes	2-5
17-25	Female	S1	No	Agriculture	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Sastra	Yes	2-5
17-25	Male	S1	No	Education,Health	Entrepreneur	Entrepreneur	Yes	Paper,Capital	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Education,Health	Professor	Professor	Yes	Paper	Yes	Banten	Teknik	Yes	2-5
17-25	Female	S1	No	Education	Professor	Professor	Yes	Alone	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Female	S1	Yes	Agriculture	Professor	Professor	Maybe	Alone	No	Bali	Kesehatan	No	
17-25	Male	S1	Yes	Education	Professor	Professor	Yes	Realistic,Alone,Capital,Bureaucracy,	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Youth	Professional	Professional	Yes	Realistic,Paper,Alone	Yes	Riau	Teknik	Yes	2-5
17-25	Female	S1	No	Natural resources,Media	Professional	Professional	Yes	Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	< 2
17-25	Male	S1	No	Education	Professor	Professor	Yes	Politics,Capital,Bureaucracy	Yes	Bengkulu	Sains	Yes	< 2
26-30	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw	Professional	Professional	Yes	Believe,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Limited job,Energy,Natural resources,Technology	Professor	Professor	Yes	Realistic	Yes	Sulawesi Selatan	Kesehatan	Yes	< 2
17-25	Female	S1	Yes	Energy	Professor	Professor	Yes	Paper,Capital,Bureaucracy	Yes	Sulawesi Tenggara	Kesehatan	Yes	2-5
26-30	Female	S1	No	HumanSociety	Professor	Professor	Yes	Believe	Yes	Riau	Pendidikan	Yes	< 2
17-25	Female	S1	Yes	Limited job,Education	Professor	Professor	Yes	Believe	Yes	Sumatera Barat	Statistika	Yes	< 2
17-25	Female	S1	No	Education,Media,Technology,Youth	Professional	Professional	Yes	Paper,Politics,Communication	No	Jawa Barat	Teknik	No	
17-25	Female	S1	No	Limited job,Energy,Macroeconomics,Technology	Professional	Professional	Yes	Capital,Communication	Yes	Aceh	Teknik	Yes	2-5
26-30	Female	S1	Yes	Crime,Limited job,Education,Gender equality,Technology,Youth	Professor	Professor	Yes	No idea	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Natural resources	Professor	Professor	Yes	Politics,Communication,Bureaucracy	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	No	Limited job,Defense,Technology	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	< 2
17-25	Female	S1	Yes	Agriculture	Entrepreneur	Entrepreneur	Yes	Realistic,Paper,Inside	Yes	Jawa Tengah	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Health,Gender equality	Professor	Professor	Yes	Alone	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
26-30	Male	S1	No	Energy,Natural resources	Professor	Professor	Yes	Believe	Yes	Aceh	Seni dan Budaya	Yes	2-5
17-25	Female	S1	No	PoliticsLaw	Professor	Professor	No	Realistic,Family,Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
26-30	Female	S2	No	Education,Gender equality,Energy,Defense,Defense,HumanSociety,Technology	Professor	Professor	Yes	Believe	Yes	Sumatera Barat	Sains	Yes	2-5
26-30	Female	S1	Yes	Agriculture,Energy,Defense,Macroeconomics,Technology	Professor	Professor	Maybe	Realistic,Inside	Yes	Sumatera Barat	Ekonomi	Yes	< 2
17-25	Female	S1	No	Education,Defense,HumanSociety,Youth	Professor	Professor	Yes	Believe	Yes	Sulawesi Utara	Kesehatan	Yes	> 7
17-25	Male	S1	No	Health	Professor	Professor	Yes	Realistic,Politics,Bureaucracy,Timing,	Yes	Aceh	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Microeconomics	Professional	Professional	Yes	Realistic	Yes	Sulawesi Selatan	Hukum	Yes	> 7
17-25	Female	S1	No	Crime,Bureaucracy,Microeconomics	Professor	Professor	Yes	Believe	Yes	Aceh	Ekonomi	Yes	< 2
17-25	Female	S1	No	Energy,Natural resources,Defense	Professional	Professional	Yes	Believe,Alone	Yes	Sulawesi Selatan	Sains	Yes	2-5
17-25	Female	S1	No	Crime,HumanSociety,Youth	Professor	Professor	Maybe	Politics,Bureaucracy	Yes	Sumatera Selatan	Pendidikan	Yes	< 2
17-25	Male	S1	Yes	Limited job	Professor	Professor	Yes	Realistic	Yes	Aceh	Teknik	Yes	< 2
26-30	Female	S1	No	Crime,Education,Health,Energy,Media	Birokrat	Birokrat	Yes	Believe	No	DKI Jakarta	Ekonomi	No	
26-30	Male	S1	No	Education	Professor	Professor	Yes	Bureaucracy	Yes	Riau	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Education	Professor	Professor	Maybe	Timing	Yes	Sulawesi Selatan	Sains	Yes	> 7
17-25	Male	S1	No	Bureaucracy,Education,Health,Technology	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	No	Bureaucracy,Technology	Professional	Professional	Yes	Paper,Alone,Bureaucracy	Yes	DI Yogyakarta	Kedokteran	Yes	< 2
17-25	Female	S1	No	Education,Energy,Natural resources,Youth	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Konsultan	Yes	< 2
26-30	Male	S1	No	Education,Gender equality,Media,Youth	Professor	Professor	Yes	Believe,Bureaucracy	Yes	Sumatera Barat	Teknik	Yes	< 2
17-25	Male	S1	Yes	Crime,Limited job,Education,Agriculture,Energy,Natural resources,Defense	Professional	Professional	Maybe	Politics,Bureaucracy,Timing	No	Jawa Barat	Teknik	No	
17-25	Female	S1	Yes	Limited job,Bureaucracy,Energy,Natural resources,Defense,Defense,Macroeconomics,Microeconomics,Technology	Birokrat	Birokrat	Yes	Communication	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
31-35	Female	S1	No	Health	Birokrat	Birokrat	Yes	Believe	No	DKI Jakarta	Kedokteran	No	
17-25	Male	S1	No	Health,Microeconomics	Birokrat	Birokrat	Yes	Politics	Yes	DKI Jakarta	Hukum	Yes	> 7
17-25	Male	S1	No	Crime	Professor	Professor	Yes	Believe	Yes	Sulawesi Selatan	Teknik	Yes	2-5
17-25	Female	S1	No	Health,Technology	Professional	Professional	Maybe	Family	Yes	Aceh	Pendidikan	Yes	< 2
31-35	Male	S2	No	Education	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Female	S1	Yes	Education,Health	Professional	Professional	Maybe	Politics,Bureaucracy,Timing	Yes	Banten	Bisnis	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,Media,Macroeconomics,Youth	Professional	Professional	Maybe	Alone,Capital	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Energy	Professional	Professional	Yes	Family,Alone,Bureaucracy	No	DI Yogyakarta	Sistem Informasi/ Komputer	No	
17-25	Female	S1	No	Health	Professional	Professional	Yes	Believe	Yes	Jawa Tengah	Pertanian	Yes	< 2
26-30	Female	S1	No	Education,Technology,Youth	Professional	Professional	Yes	Paper	Yes	Jawa Barat	Kedokteran	Yes	2-5
17-25	Male	S1	Yes	Energy	Professional	Professional	Yes	Believe,Politics,Bureaucracy	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Male	D4	No	Health,HumanSociety	Professor	Professor	Yes	Believe	No	DI Yogyakarta	Statistik	No	
26-30	Female	S1	No	Education	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy	Entrepreneur	Entrepreneur	Yes	Paper	Yes	Jawa Tengah	Teknik	Yes	< 2
26-30	Female	S1	No	Education,Agriculture	Professional	Professional	Yes	Believe	Yes	Jawa Timur	Hukum	Yes	2-5
17-25	Male	S1	Yes	Natural resources,Technology	Professional	Professional	Yes	Timing	Yes	Banten	Kedokteran	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Energy,Natural resources	Professor	Professor	Yes	Realistic,Alone,Capital,Communication,	Yes	Kepulauan Riau	Sains	Yes	< 2
17-25	Male	S1	No	Education,Gender equality,Energy	Professional	Professional	Yes	Realistic	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Male	S1	Yes	Energy,Natural resources	Entrepreneur	Entrepreneur	Yes	Timing	No	DKI Jakarta	Bisnis	No	
17-25	Male	S1	No	Education	Birokrat	Birokrat	Yes	Bureaucracy,Timing	No	Sulawesi Selatan	Teknik	No	2-5
35+	Male	S2	Yes	Macroeconomics,Infrastructure	Peradilan	Peradilan	Yes	Believe	Yes	Jawa Barat	Hukum	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Energy,Natural resources,Defense,Defense,Technology	Professional	Professional	Yes		Yes	Sumatera Utara	Teknik	Yes	< 2
26-30	Male	S1	No	Limited job,Education,Technology	Professional	Professional	Yes	Realistic,Politics,Alone	No	DKI Jakarta	Ekonomi	No	
17-25	Male	S1	No	Education,Energy,Natural resources,Technology	Entrepreneur	Entrepreneur	Yes	Capital,Communication	Yes	Jawa Tengah	Sains	Yes	5-7
26-30	Male	S1	No	Crime,Limited job,Education,Energy,Natural resources,Technology,Youth	Entrepreneur	Entrepreneur	Yes	Alone	Yes	Bali	Ekonomi	Yes	2-5
17-25	Male	S1	No	Bureaucracy,Technology	Birokrat	Birokrat	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Hukum	Yes	2-5
17-25	Male	S1	Yes	HumanSociety,Environmental	Professional	Professional	Maybe	Realistic,Alone,Communication	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	No	Education,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	S1	No	Crime	Professor	Professor	Yes	Believe	Yes	Bali	Kedokteran	Yes	2-5
17-25	Male	S1	No	Crime,Macroeconomics	Professor	Professor	Yes	Paper,Bureaucracy	No	Nusa Tenggara Barat	Pendidikan	Yes	> 7
17-25	Male	S1	No	Energy,Natural resources	Professor	Professor	Yes	Paper,Communication	Yes	Kalimantan Barat	Ilmu Sosial dan Politik	Yes	5-7
17-25	Female	S1	No	Crime,Energy	Professor	Professor	Maybe	Family,Communication	Yes	DI Yogyakarta	Sains	No	
17-25	Male	S1	No	Bureaucracy,Agriculture,Defense	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Education,Environmental	Professional	Professional	Yes	Realistic,Paper,Alone	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Health	Professional	Professional	Maybe	Realistic	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Female	S1	No	Disaster	Professor	Professor	Yes	Believe	Yes	Sulawesi Tengah	Pendidikan	Yes	> 7
31-35	Male	SMA	No	Education,Gender equality,Media,Youth	Professional	Professional	Yes	Believe	Yes	Jawa Barat	jurnalistik	Yes	> 7
17-25	Male	S1	Yes	Education,Gender equality,Media,Youth	Professor	Professor	Yes	Family,Bureaucracy	Yes	DI Yogyakarta	Pendidikan	Yes	2-5
26-30	Male	S1	Yes	Limited job,Education,Energy,Technology	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S1	No	Education,Health,Defense,Defense	Professional	Professional	Maybe	Alone	Yes	Jawa Tengah	Hukum	Yes	> 7
17-25	Male	S1	No	Education	Professor	Professor	Maybe	Paper,Alone	Yes	Sulawesi Tengah	Teknik	Yes	> 7
17-25	Female	S2	Yes	Education,Health	Professor	Professor	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	< 2
31-35	Female	S2	No	Limited job,Education,Defense	Professor	Professor	Yes	Paper,Communication,Bureaucracy	No	Jawa Barat	Teknik	Yes	< 2
35+	Female	S2	No	Education,Gender equality,PoliticsLaw,Media,Youth	Birokrat	Birokrat	Yes	Communication,Bureaucracy	Yes	Jawa Barat	Kesehatan	Yes	< 2
17-25	Female	S1	No	Education	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	< 2
26-30	Male	S2	No	Education,Disaster	Professor	Professor	Maybe	Paper,Alone,Communication	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	< 2
17-25	Male	S1	Yes	Macroeconomics,Microeconomics	Professor	Professor	Yes	Paper	Yes	Sumatera Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Health,Youth	Professional	Professional	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
31-35	Male	S1	No	Education,Health	Professor	Professor	Yes	Alone	Yes	Jawa Tengah	Pendidikan	Yes	> 7
17-25	Female	S1	No	Education,Youth	Professor	Professor	Yes	Paper,Family,Capital	Yes	Sumatera Selatan	Pendidikan	Yes	< 2
17-25	Female	S1	No	Limited job,Education	Professional	Professional	Maybe	Timing	Yes	DKI Jakarta	Kedokteran	Yes	< 2
26-30	Female	S1	No	Education,Technology	Professional	Professional	Yes	Alone,Bureaucracy,Inside	Yes	DI Yogyakarta	Kesehatan	Yes	< 2
26-30	Female	S1	No	Bureaucracy,Education	Professor	Professor	No	Politics	Yes	Papua	Pendidikan	Yes	< 2
17-25	Female	S1	No	Agriculture,Energy,Defense	Professor	Professor	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Pendidikan	Yes	< 2
17-25	Male	S1	No	Technology	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Hukum	Yes	2-5
