age	gender	education	studyabroad	problem	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Female	S1	Yes	Education,Youth	Professional	Maybe	Alone	Yes	DKI Jakarta	Hukum	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Education,Health,Gender equality,HumanSociety,Youth	Professional	Maybe	Believe,Paper,Alone,Communication	Yes	Banten	Teknik	Yes	2-5
35+	Male	S2	Yes	Agriculture	Professor	Yes	Paper,Alone,Capital,Bureaucracy	Yes	Jawa Tengah	Sains	Yes	> 7
17-25	Male	S1	No	Education	Professor	Yes	Realistic,Paper	Yes	Sulawesi Selatan	Sains	Yes	< 2
26-30	Female	S1	Yes	Energy,Natural resources	Professional	Yes		Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,Macroeconomics,Microeconomics,Youth	Professor	Yes	Capital,Communication	Yes	Riau	HumanSocietyiora	Yes	< 2
17-25	Female	S1	Yes	Education	Professor	Yes	Realistic,Politics,Bureaucracy	No	DKI Jakarta	Hubungan Internasional	No
26-30	Female	S1	Yes	Media	Professional	Yes	Alone	Yes	DKI Jakarta	Sains	Yes	< 2
31-35	Female	S1	No	Education,Environmental	Professional	Yes	Paper	Yes	DKI Jakarta	Hukum	Yes	< 2
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Agriculture,HumanSociety	Professor	Yes	Paper,Communication	Yes	Banten	Sains	Yes	2-5
26-30	Female	S1	Yes	Education,PoliticsLaw,Macroeconomics	Entrepreneur	Yes	Paper,Politics	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Female	S1	Yes	Crime,Bureaucracy,Education,Infrastructure	Professional	Yes	Paper,Alone,Communication	Yes	Bali	Kedokteran	Yes	2-5
17-25	Male	S1	No	Limited job,CreativeTourism	Birokrat	Yes	Believe,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	No	Bureaucracy,Education,Media	Activist	Yes		Yes	Sulawesi Selatan	Seni dan Budaya	Yes	< 2
17-25	Female	S1	Yes	Health	Professor	Yes	Realistic	Yes	Papua	Hubungan Internasional	Yes	> 7
17-25	Male	S1	No	Education,Youth	Professor	Yes	Paper	Yes	Aceh	Sains	Yes	2-5
17-25	Female	S1	Yes	Education,Media,Technology	Entrepreneur	Yes	Family	Yes	Banten	Pendidikan	Yes	5-7
31-35	Female	S2	Yes	Energy	Professor	Yes	Capital	Yes	Kalimantan Selatan	Teknik	Yes	< 2
26-30	Male	S2	Yes	Limited job,Media	Professor	Yes	Capital,Bureaucracy	No	DI Yogyakarta	Sistem Informasi/ Komputer	No
17-25	Female	S1	Yes	Natural resources	Professor	Yes	Realistic,Communication	Yes	Jawa Timur	Ekonomi	Yes	2-5
31-35	Female	S1	No	Education	Professional	Yes	Capital	Yes	Banten	Hukum	Yes	< 2
17-25	Male	S1	No	Health	Professional	Yes	Capital,Bureaucracy	Yes	Jawa Timur	Hukum	Yes	< 2
26-30	Female	S1	Yes	Health	Professor	Yes	Believe	Yes	DI Yogyakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	D3	No	Education	Professor	Maybe	Realistic	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	No	Education	Professor	Yes	Alone	Yes	Sulawesi Selatan	Sastra	Yes	< 2
17-25	Male	S1	No	Crime,Bureaucracy,PoliticsLaw,Microeconomics	Professor	Yes	Believe	Yes	Sulawesi Selatan	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Bureaucracy	Professor	Yes	Communication,Bureaucracy	Yes	Sumatera Utara	Sains	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,HumanSociety,Macroeconomics,Microeconomics,Youth	Professional	Maybe		No	Aceh	Pendidikan	No
26-30	Male	S1	No	Limited job,Bureaucracy,Health,Macroeconomics,Microeconomics	Professor	Yes	Realistic,Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	> 7
17-25	Male	S1	No	Limited job	Birokrat	Yes	Realistic,Paper,Alone,Capital	Yes	Kepulauan Riau	Sains	Yes	5-7
17-25	Female	S1	No	Macroeconomics,Microeconomics	Professor	Yes	Capital,Bureaucracy	Yes	Aceh	Kesehatan	Yes	2-5
17-25	Male	S1	No	Limited job,Health,Natural resources	Professor	Yes	Capital	Yes	Banten	Ekonomi	Yes	< 2
17-25	Male	S1	No	Education,PoliticsLaw,Natural resources,HumanSociety,Media,Technology	Professor	Yes	Capital	Yes	Lampung	Pendidikan	Yes	2-5
17-25	Male	S1	No	CreativeTourism	Professor	Yes	Realistic,Paper,Alone,Capital	Yes	DI Yogyakarta	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Energy,Technology,Youth	Professor	Yes	Paper	Yes	Kalimantan Barat	Kesehatan	Yes	< 2
31-35	Female	S1	No	Limited job,Energy,HumanSociety,Technology	Professional	Yes	Alone,Bureaucracy	Yes	Jawa Barat	Kesehatan	Yes	< 2
31-35	Male	S1	No	Energy	Professional	Yes		Yes	Sumatera Utara	Kedokteran	Yes	2-5
31-35	Female	S1	Yes	Crime,Bureaucracy,Education	Professional	Maybe	Bureaucracy	Yes	Sumatera Utara	HumanSocietyiora	Yes	< 2
31-35	Female	S3	Yes	Education,Gender equality,Energy	Professor	Maybe	Realistic,Paper,Alone,Inside	Yes	Jawa Tengah	Kesehatan	Yes	< 2
31-35	Male	S2	No	Limited job	Professor	Yes	Believe	No	Banten	Pendidikan	Yes	< 2
26-30	Female	S1	No	Technology	Professional	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Teknik	Yes	< 2
26-30	Female	S2	No	Crime,Limited job,Education,Gender equality	Professor	Yes	Politics,Timing	Yes	Sulawesi Tenggara	Kesehatan	Yes	> 7
17-25	Male	S1	No	Bureaucracy	Professor	Yes	Capital	Yes	Aceh	Pendidikan	Yes	< 2
17-25	Female	S1	No	Culture	Professor	Yes	Believe	Yes	Aceh	Pendidikan	Yes	< 2
31-35	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Media,Macroeconomics,Microeconomics,Technology	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
31-35	Male	S2	Yes	Health	Professor	Yes	Paper,Alone	Yes	DI Yogyakarta	Ilmu Sosial dan Politik	Yes	> 7
17-25	Female	S1	No	Crime,Limited job,Health,Agriculture,Technology,Youth	Professor	Yes	Believe,Alone	Yes	Jawa Barat	Kedokteran	Yes	< 2
26-30	Female	S1	No	Education	Professor	Yes	Communication	Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,HumanSociety	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Male	S1	No	Gender equality,HumanSociety	Entrepreneur	Maybe	Paper,Alone,Communication	Yes	Sumatera Barat	Teknik	Yes	5-7
26-30	Male	S1	No	Education	Birokrat	Yes	Believe	Yes	Jambi	Sains	Yes	> 7
31-35	Female	S1	No	Limited job,Bureaucracy,Education,Gender equality,PoliticsLaw,Media,Technology,Youth	Professor	Yes	Paper	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Male	S2	Yes	Limited job,Education,Health	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S2	Yes	Crime,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Technology	Professor	Yes	Alone,Timing,Inside	Yes	Jawa Barat	Teknik	Yes	5-7
26-30	Female	S1	No	Bureaucracy,Agriculture,Media,Macroeconomics,Microeconomics	Entrepreneur	Maybe	Politics,Family,Capital	Yes	DI Yogyakarta	Sains	Yes	2-5
17-25	Male	S1	No	Limited job	Professor	Yes	Realistic,Politics,Capital	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Female	S2	Yes	Education	Professor	Maybe	Paper,Alone,Capital,Bureaucracy,	Yes	DKI Jakarta	Kesehatan	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Media,Youth	Professor	Yes	Bureaucracy	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	S1	Yes	Agriculture,Energy,Defense,Defense	Professor	Yes	Alone,Communication	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S2	No	Agriculture,Energy,Defense,Defense	Professor	Yes	Capital,Timing	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	No	Education,HumanSociety	Professional	Maybe	Alone	Yes	DKI Jakarta	Kedokteran	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Education,Youth	Professor	Yes	Believe	Yes	Jawa Tengah	Ekonomi	Yes	2-5
31-35	Female	S1	Yes	Bureaucracy	Professional	Yes	Believe	Yes	Sumatera Utara	Sains	Yes	< 2
17-25	Female	S1	Yes	Natural resources	Professor	Yes	Politics,Alone	Yes	DI Yogyakarta	Pendidikan	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Health,Youth	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	> 7
17-25	Female	S1	No	Limited job	Professional	Maybe	No idea	No	Jawa Barat	Teknik	Yes	< 2
26-30	Male	S1	No	Limited job,Education,Macroeconomics,Youth	Professor	Yes	Believe	Yes	Jawa Tengah	Seni/ Desain/ Media	Yes	5-7
26-30	Male	S2	No	PoliticsLaw	Professor	Yes	Believe	No	DI Yogyakarta	Ekonomi	No
17-25	Female	S1	No	CreativeTourism	Entrepreneur	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Female	S1	Yes	Limited job	Professor	Maybe	Politics,Communication	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	No	Limited job,Agriculture,Youth	Professional	Maybe	Realistic,Politics,Family,Bureaucracy,Inside	Yes	DKI Jakarta	Bisnis	No	< 2
17-25	Female	S1	Yes	Agriculture	Professor	Yes	Realistic	Yes	Sumatera Selatan	Pendidikan	Yes	> 7
17-25	Female	S1	No	Education	Professor	Yes	Paper,Communication	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Bureaucracy	Entrepreneur	Yes	Capital	Yes	DKI Jakarta	Teknik	Yes	5-7
31-35	Female	S1	Yes	Education,Macroeconomics,Microeconomics,Youth	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S2	No	PoliticsLaw	Professor	Yes		Yes	Jawa Barat	Sains	Yes	2-5
26-30	Male	S1	No	Education,Gender equality,Youth	Professor	Yes	Paper,Politics,Capital,Timing,	Yes	Aceh	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Gender equality,Media,Youth	Professor	Yes		Yes	Jawa Timur	Sains	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,HumanSociety,Media,Macroeconomics,Microeconomics,Youth,	Professional	Yes	Believe	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
26-30	Female	S2	Yes	Limited job,Education,Energy,Media	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Agriculture	Professional	Yes	Politics,Timing	Yes	DI Yogyakarta	Hukum	Yes	< 2
26-30	Female	S1	Yes	Education,Agriculture	Professor, Professional	Yes	Paper,Capital	Yes	Sulawesi Selatan	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Technology	Birokrat	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	Yes	Education	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Teknik	Yes	> 7
26-30	Female	S1	Yes	Limited job,Natural resources	Professional	Maybe	Paper	Yes	DI Yogyakarta	Kesehatan	Yes	> 7
17-25	Female	S1	No	Crime,Natural resources,Technology	Professor	Yes	Alone	Yes	DI Yogyakarta	Teknik	Yes	< 2
35+	Male	S2	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Natural resources,Media	Birokrat	Yes	Believe	Yes	Jawa Barat	Ekonomi	Yes	2-5
26-30	Female	S1	No	Education,Health	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Energy,Defense,Youth	Professor	Yes	Believe	Yes	Jawa Timur	Bisnis	Yes	2-5
17-25	Male	S1	No	Media	Professional	Yes	Believe	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Male	S2	Yes	Education,Gender equality,Media,Youth	Professor	Yes	Alone	Yes	Aceh	Kedokteran	Yes	< 2
17-25	Female	S1	No	Youth	Professor	Yes	Family	Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S1	Yes	Education	Professional	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	> 7
17-25	Male	S2	No	Education	Professor	Yes	Alone,Communication	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,Gender equality,Agriculture,Media	Professional	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Environmental	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Gender equality	Professor	Yes	Believe	Yes	Banten	Pendidikan	Yes	< 2
17-25	Female	S1	No	Education	Professor	Maybe	Paper,Politics,Alone	Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	Yes	Education	Professor, Entrepreneur, Professional 	Yes	Politics,Capital,Bureaucracy,Timing,	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S1	No	Limited job	Professional	Yes	Communication	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
26-30	Male	S1	No	Crime,PoliticsLaw	Professional	Yes	Paper	Yes	DKI Jakarta	Kedokteran	Yes	2-5
31-35	Male	S2	No	Education,Youth	Birokrat	Yes	Politics	Yes	DI Yogyakarta	Hukum	Yes	< 2
17-25	Female	S1	No	Education,Gender equality	Professor	Yes	Politics,Capital	Yes	Bali	Kesehatan	Yes	< 2
17-25	Male	S1	No	Sport	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S2	No	Gender equality,Media,Youth	Professor	Yes	Timing	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	Yes	Education	Professional	Yes	Realistic,Paper,Politics	Yes	Jawa Tengah	Hubungan Internasional	Yes	< 2
26-30	Female	S2	No	HumanSociety,Media	Professor	Yes	Politics,Bureaucracy	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Male	S1	No	Education	Professor	Yes	Paper	No	Jawa Tengah	Kesehatan	No	< 2
17-25	Male	S1	No	Limited job	Professor	Yes	Paper,Bureaucracy	Yes	Sulawesi Selatan	Teknik	Yes	2-5
17-25	Male	S1	No	Education	Professional	Yes	Capital,Communication	Yes	Jawa Tengah	Sains	Yes	< 2
26-30	Female	S1	Yes	Health	Professional	Yes	Believe	Yes	DI Yogyakarta	Kedokteran	Yes	< 2
26-30	Female	S1	No	Crime,Education,Gender equality,HumanSociety	Professional	Yes	Believe	Yes	Sulawesi Selatan	Pendidikan	Yes	> 7
35+	Male	S2	No	Sport	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	S2	No	Health,Gender equality	Professor	Yes	Alone,Capital	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Female	S1	No	Energy,Technology	Professor	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Education,Defense,Defense	Professional	Yes	Realistic,Paper,Politics,Bureaucracy,	Yes	Jawa Barat	Teknik	Yes	> 7
26-30	Female	S1	No	Education	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Health,Natural resources,Media	Professor	Yes	Believe	Yes	Kepulauan Riau	Sains	Yes	< 2
35+	Male	S2	No	Limited job,Education,Gender equality,Media,Youth	Professor	Yes	Bureaucracy	Yes	Nusa Tenggara Timur	Sains	Yes	> 7
26-30	Male	S1	No	Crime,Bureaucracy,Education,Health,Agriculture,Energy,Defense	Professional	Yes	Alone,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Education	Professor	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Teknik	Yes	< 2
31-35	Male	S2	Yes	Media	Professional	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	> 7
26-30	Male	S2	Yes	Limited job	Professor	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	5-7
17-25	Female	S1	No	PoliticsLaw	Professor	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	5-7
31-35	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Natural resources,Macroeconomics,Microeconomics,Technology	Birokrat	Maybe	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Health	Professor	Yes	Paper	Yes	Sumatera Utara	Psikologi	Yes	< 2
17-25	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education,Health,Media	Professor	Yes	Bureaucracy	Yes	Kalimantan Barat	Pendidikan	Yes	< 2
31-35	Male	S2	No	Energy	Professor	Yes	Believe,Paper	Yes	Jawa Timur	Psikologi	Yes	2-5
26-30	Male	S1	No	Health	Professional	Yes	Capital	Yes	Jawa Barat	Bisnis	Yes	2-5
17-25	Male	S1	Yes	Agriculture,Energy	Professional	Yes	Timing	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Male	S1	No	Technology	Professional	Yes	Politics,Bureaucracy	Yes	Sumatera Utara	Teknik	Yes	< 2
17-25	Male	S1	Yes	Limited job,Education,Youth	Professor	Maybe	Paper,Family,Alone,Communication,Bureaucracy	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	No	Limited job,Natural resources	Professor	Yes	Believe	No	Aceh	Sains	No
26-30	Female	S1	No	Crime,Limited job,Education	Professional	Yes	Believe	Yes	Sumatera Barat	Kedokteran	Yes	2-5
26-30	Female	S1	Yes	Education,Health	Professional	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Agriculture	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Sastra	Yes	2-5
17-25	Female	S1	No	Agriculture	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Sastra	Yes	2-5
17-25	Male	S1	No	Education,Health	Entrepreneur	Yes	Paper,Capital	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Education,Health	Professor	Yes	Paper	Yes	Banten	Teknik	Yes	2-5
17-25	Female	S1	No	Education	Professor	Yes	Alone	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Female	S1	Yes	Agriculture	Professor	Maybe	Alone	No	Bali	Kesehatan	No
17-25	Male	S1	Yes	Education	Professor	Yes	Realistic,Alone,Capital,Bureaucracy,	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Youth	Professional	Yes	Realistic,Paper,Alone	Yes	Riau	Teknik	Yes	2-5
17-25	Female	S1	No	Natural resources,Media	Professional	Yes	Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	< 2
17-25	Male	S1	No	Education	Professor	Yes	Politics,Capital,Bureaucracy	Yes	Bengkulu	Sains	Yes	< 2
26-30	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw	Professional	Yes	Believe,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Limited job,Energy,Natural resources,Technology	Professor	Yes	Realistic	Yes	Sulawesi Selatan	Kesehatan	Yes	< 2
17-25	Female	S1	Yes	Energy	Professor	Yes	Paper,Capital,Bureaucracy	Yes	Sulawesi Tenggara	Kesehatan	Yes	2-5
26-30	Female	S1	No	HumanSociety	Professor	Yes	Believe	Yes	Riau	Pendidikan	Yes	< 2
17-25	Female	S1	Yes	Limited job,Education	Professor	Yes	Believe	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Female	S1	No	Education,Media,Technology,Youth	Professional	Yes	Paper,Politics,Communication	No	Jawa Barat	Teknik	No
17-25	Female	S1	No	Limited job,Energy,Macroeconomics,Technology	Professional	Yes	Capital,Communication	Yes	Aceh	Teknik	Yes	2-5
26-30	Female	S1	Yes	Crime,Limited job,Education,Gender equality,Technology,Youth	Professor	Yes	No idea	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Natural resources	Professor	Yes	Politics,Communication,Bureaucracy	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	No	Limited job,Defense,Technology	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	< 2
17-25	Female	S1	Yes	Agriculture	Entrepreneur	Yes	Realistic,Paper,Inside	Yes	Jawa Tengah	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Health,Gender equality	Professor	Yes	Alone	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
26-30	Male	S1	No	Energy,Natural resources	Professor	Yes	Believe	Yes	Aceh	Seni dan Budaya	Yes	2-5
17-25	Female	S1	No	PoliticsLaw	Professor	No	Realistic,Family,Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
26-30	Female	S2	No	Education,Gender equality,Energy,Defense,Defense,HumanSociety,Technology	Professor	Yes	Believe	Yes	Sumatera Barat	Sains	Yes	2-5
26-30	Female	S1	Yes	Agriculture,Energy,Defense,Macroeconomics,Technology	Professor	Maybe	Realistic,Inside	Yes	Sumatera Barat	Ekonomi	Yes	< 2
17-25	Female	S1	No	Education,Defense,HumanSociety,Youth	Professor	Yes	Believe	Yes	Sulawesi Utara	Kesehatan	Yes	> 7
17-25	Male	S1	No	Health	Professor	Yes	Realistic,Politics,Bureaucracy,Timing,	Yes	Aceh	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Microeconomics	Professional	Yes	Realistic	Yes	Sulawesi Selatan	Hukum	Yes	> 7
17-25	Female	S1	No	Crime,Bureaucracy,Microeconomics	Professor	Yes	Believe	Yes	Aceh	Ekonomi	Yes	< 2
17-25	Female	S1	No	Energy,Natural resources,Defense	Professional	Yes	Believe,Alone	Yes	Sulawesi Selatan	Sains	Yes	2-5
17-25	Female	S1	No	Crime,HumanSociety,Youth	Professor	Maybe	Politics,Bureaucracy	Yes	Sumatera Selatan	Pendidikan	Yes	< 2
17-25	Male	S1	Yes	Limited job	Professor	Yes	Realistic	Yes	Aceh	Teknik	Yes	< 2
26-30	Female	S1	No	Crime,Education,Health,Energy,Media	Birokrat	Yes	Believe	No	DKI Jakarta	Ekonomi	No
26-30	Male	S1	No	Education	Professor	Yes	Bureaucracy	Yes	Riau	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Education	Professor	Maybe	Timing	Yes	Sulawesi Selatan	Sains	Yes	> 7
17-25	Male	S1	No	Bureaucracy,Education,Health,Technology	Professor	Yes	Believe	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	No	Bureaucracy,Technology	Professional	Yes	Paper,Alone,Bureaucracy	Yes	DI Yogyakarta	Kedokteran	Yes	< 2
17-25	Female	S1	No	Education,Energy,Natural resources,Youth	Professional	Yes	Believe	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Male	S1	No	Education,Gender equality,Media,Youth	Professor	Yes	Believe,Bureaucracy	Yes	Sumatera Barat	Teknik	Yes	< 2
17-25	Male	S1	Yes	Crime,Limited job,Education,Agriculture,Energy,Natural resources,Defense	Professional	Maybe	Politics,Bureaucracy,Timing	No	Jawa Barat	Teknik	No
17-25	Female	S1	Yes	Limited job,Bureaucracy,Energy,Natural resources,Defense,Defense,Macroeconomics,Microeconomics,Technology	Birokrat	Yes	Communication	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
31-35	Female	S1	No	Health	Birokrat	Yes	Believe	No	DKI Jakarta	Kedokteran	No
17-25	Male	S1	No	Health,Microeconomics	Birokrat	Yes	Politics	Yes	DKI Jakarta	Hukum	Yes	> 7
17-25	Male	S1	No	Crime	Professor	Yes	Believe	Yes	Sulawesi Selatan	Teknik	Yes	2-5
17-25	Female	S1	No	Health,Technology	Professional	Maybe	Family	Yes	Aceh	Pendidikan	Yes	< 2
31-35	Male	S2	No	Education	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Female	S1	Yes	Education,Health	Professional	Maybe	Politics,Bureaucracy,Timing	Yes	Banten	Bisnis	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,Media,Macroeconomics,Youth	Professional	Maybe	Alone,Capital	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Energy	Professional	Yes	Family,Alone,Bureaucracy	No	DI Yogyakarta	Sistem Informasi/ Komputer	No
17-25	Female	S1	No	Health	Professional	Yes	Believe	Yes	Jawa Tengah	Pertanian	Yes	< 2
26-30	Female	S1	No	Education,Technology,Youth	Professional	Yes	Paper	Yes	Jawa Barat	Kedokteran	Yes	2-5
17-25	Male	S1	Yes	Energy	Professional	Yes	Believe,Politics,Bureaucracy	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Male	D4	No	Health,HumanSociety	Professor	Yes	Believe	No	DI Yogyakarta	Sains	No
26-30	Female	S1	No	Education	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy	Entrepreneur	Yes	Paper	Yes	Jawa Tengah	Teknik	Yes	< 2
26-30	Female	S1	No	Education,Agriculture	Professional	Yes	Believe	Yes	Jawa Timur	Hukum	Yes	2-5
17-25	Male	S1	Yes	Natural resources,Technology	Professional	Yes	Timing	Yes	Banten	Kedokteran	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Energy,Natural resources	Professor	Yes	Realistic,Alone,Capital,Communication,	Yes	Kepulauan Riau	Sains	Yes	< 2
17-25	Male	S1	No	Education,Gender equality,Energy	Professional	Yes	Realistic	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Male	S1	Yes	Energy,Natural resources	Entrepreneur	Yes	Timing	No	DKI Jakarta	Bisnis	No
17-25	Male	S1	No	Education	Birokrat	Yes	Bureaucracy,Timing	No	Sulawesi Selatan	Teknik	No	2-5
35+	Male	S2	Yes	Macroeconomics,Infrastructure	Professional	Yes	Believe	Yes	Jawa Barat	Hukum	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Energy,Natural resources,Defense,Defense,Technology	Professional	Yes		Yes	Sumatera Utara	Teknik	Yes	< 2
26-30	Male	S1	No	Limited job,Education,Technology	Professional	Yes	Realistic,Politics,Alone	No	DKI Jakarta	Ekonomi	No
17-25	Male	S1	No	Education,Energy,Natural resources,Technology	Entrepreneur	Yes	Capital,Communication	Yes	Jawa Tengah	Sains	Yes	5-7
26-30	Male	S1	No	Crime,Limited job,Education,Energy,Natural resources,Technology,Youth	Entrepreneur	Yes	Alone	Yes	Bali	Ekonomi	Yes	2-5
17-25	Male	S1	No	Bureaucracy,Technology	Birokrat	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Hukum	Yes	2-5
17-25	Male	S1	Yes	HumanSociety,Environmental	Professional	Maybe	Realistic,Alone,Communication	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	No	Education,Youth	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	S1	No	Crime	Professor	Yes	Believe	Yes	Bali	Kedokteran	Yes	2-5
17-25	Male	S1	No	Crime,Macroeconomics	Professor	Yes	Paper,Bureaucracy	No	Nusa Tenggara Barat	Pendidikan	Yes	> 7
